transactionId|custId|transactionDate|productSold|unitsSold
20111020-0024208|0024208|2011-10-20|SUPA104|96
20111020-0024208|0024208|2011-10-20|SUPA105|71
20111021-0023288|0023288|2011-10-21|SUPA101|170
20111021-0023393|0023393|2011-10-21|DETA200|130
20111021-0023466|0023466|2011-10-21|PURA100|99
20111021-0023466|0023466|2011-10-21|PURA500|104
20111021-0023615|0023615|2011-10-21|PURA100|31
20111021-0023615|0023615|2011-10-21|PURA250|32
20111021-0023766|0023766|2011-10-21|PURA100|95
20111021-0023766|0023766|2011-10-21|SUPA101|86
20111021-0023961|0023961|2011-10-21|SUPA101|133
20111021-0023961|0023961|2011-10-21|SUPA103|110
20111021-0023961|0023961|2011-10-21|SUPA105|130
20111021-0023977|0023977|2011-10-21|PURA100|201
20111021-0023977|0023977|2011-10-21|SUPA103|174
20111021-0023977|0023977|2011-10-21|SUPA105|173
20111021-0024003|0024003|2011-10-21|PURA100|83
20111021-0024003|0024003|2011-10-21|PURA500|80
20111022-0023303|0023303|2011-10-22|DETA800|169
20111022-0023303|0023303|2011-10-22|PURA250|133
20111022-0023379|0023379|2011-10-22|DETA800|58
20111022-0023379|0023379|2011-10-22|PURA100|67
20111022-0023379|0023379|2011-10-22|PURA250|63
20111022-0023488|0023488|2011-10-22|PURA100|178
20111022-0023638|0023638|2011-10-22|DETA800|104
20111022-0023715|0023715|2011-10-22|PURA250|154
20111022-0023715|0023715|2011-10-22|SUPA103|125
20111022-0023777|0023777|2011-10-22|SUPA102|133
20111022-0023777|0023777|2011-10-22|SUPA105|96
20111022-0024003|0024003|2011-10-22|DETA200|68
20111022-0024003|0024003|2011-10-22|PURA100|80
20111022-0024003|0024003|2011-10-22|PURA500|79
20111022-0024038|0024038|2011-10-22|PURA200|128
20111022-0024119|0024119|2011-10-22|SUPA105|171
20111022-0024135|0024135|2011-10-22|PURA100|142
20111022-0024135|0024135|2011-10-22|PURA500|101
20111022-0024135|0024135|2011-10-22|SUPA102|100
20111023-0023553|0023553|2011-10-23|PURA100|104
20111023-0023553|0023553|2011-10-23|PURA250|99
20111023-0023553|0023553|2011-10-23|SUPA101|97
20111023-0023561|0023561|2011-10-23|SUPA101|101
20111023-0023593|0023593|2011-10-23|PURA100|253
20111023-0023593|0023593|2011-10-23|PURA500|253
20111023-0023593|0023593|2011-10-23|SUPA101|230
20111023-0023631|0023631|2011-10-23|DETA100|52
20111023-0023631|0023631|2011-10-23|SUPA105|66
20111023-0023677|0023677|2011-10-23|DETA800|160
20111023-0023677|0023677|2011-10-23|PURA250|117
20111023-0023677|0023677|2011-10-23|SUPA101|182
20111023-0023725|0023725|2011-10-23|PURA250|36
20111023-0023725|0023725|2011-10-23|SUPA101|37
20111023-0023725|0023725|2011-10-23|SUPA105|34
20111023-0023752|0023752|2011-10-23|DETA800|90
20111023-0023752|0023752|2011-10-23|SUPA101|92
20111023-0023752|0023752|2011-10-23|SUPA103|116
20111023-0023782|0023782|2011-10-23|DETA200|166
20111023-0023782|0023782|2011-10-23|PURA100|213
20111023-0023782|0023782|2011-10-23|PURA200|157
20111023-0023896|0023896|2011-10-23|DETA200|4
20111023-0023896|0023896|2011-10-23|PURA250|4
20111023-0023896|0023896|2011-10-23|SUPA101|4
20111023-0023998|0023998|2011-10-23|PURA100|166
20111023-0023998|0023998|2011-10-23|SUPA101|151
20111023-0024063|0024063|2011-10-23|PURA100|157
20111023-0024063|0024063|2011-10-23|PURA250|159
20111023-0024075|0024075|2011-10-23|DETA100|5
20111023-0024075|0024075|2011-10-23|PURA200|5
20111023-0024075|0024075|2011-10-23|SUPA104|5
20111024-0023370|0023370|2011-10-24|PURA500|72
20111024-0023370|0023370|2011-10-24|SUPA104|50
20111024-0023572|0023572|2011-10-24|PURA100|83
20111024-0023572|0023572|2011-10-24|SUPA101|86
20111024-0023594|0023594|2011-10-24|DETA800|58
20111024-0023594|0023594|2011-10-24|PURA100|76
20111024-0023594|0023594|2011-10-24|SUPA104|63
20111024-0023638|0023638|2011-10-24|PURA100|110
20111024-0023739|0023739|2011-10-24|PURA100|155
20111024-0023739|0023739|2011-10-24|PURA200|161
20111024-0023739|0023739|2011-10-24|PURA250|172
20111024-0023839|0023839|2011-10-24|PURA100|191
20111024-0023839|0023839|2011-10-24|SUPA101|205
20111024-0023913|0023913|2011-10-24|DETA200|7
20111024-0023913|0023913|2011-10-24|SUPA101|8
20111024-0023980|0023980|2011-10-24|SUPA101|64
20111024-0023998|0023998|2011-10-24|PURA250|142
20111024-0023998|0023998|2011-10-24|SUPA101|139
20111025-0023340|0023340|2011-10-25|DETA200|102
20111025-0023340|0023340|2011-10-25|PURA200|73
20111025-0023340|0023340|2011-10-25|PURA500|71
20111025-0023403|0023403|2011-10-25|PURA100|56
20111025-0023550|0023550|2011-10-25|DETA100|136
20111025-0023550|0023550|2011-10-25|SUPA101|149
20111025-0023562|0023562|2011-10-25|DETA200|209
20111025-0023562|0023562|2011-10-25|PURA250|231
20111025-0023562|0023562|2011-10-25|SUPA103|206
20111025-0023575|0023575|2011-10-25|PURA100|37
20111025-0023575|0023575|2011-10-25|SUPA101|36
20111025-0023575|0023575|2011-10-25|SUPA103|30
20111025-0023758|0023758|2011-10-25|SUPA103|228
20111025-0023815|0023815|2011-10-25|PURA100|112
20111025-0023815|0023815|2011-10-25|PURA250|91
20111025-0023815|0023815|2011-10-25|PURA500|94
20111025-0024156|0024156|2011-10-25|PURA100|77
20111025-0024156|0024156|2011-10-25|PURA250|90
20111025-0024156|0024156|2011-10-25|PURA500|83
20111025-0024214|0024214|2011-10-25|PURA100|130
20111025-0024214|0024214|2011-10-25|PURA250|132
20111025-0024214|0024214|2011-10-25|PURA500|145
20111026-0023488|0023488|2011-10-26|DETA200|95
20111026-0023558|0023558|2011-10-26|SUPA101|183
20111026-0023607|0023607|2011-10-26|PURA100|158
20111026-0023607|0023607|2011-10-26|SUPA101|136
20111026-0023607|0023607|2011-10-26|SUPA103|120
20111026-0023826|0023826|2011-10-26|PURA100|208
20111026-0023826|0023826|2011-10-26|PURA250|209
20111026-0023826|0023826|2011-10-26|PURA500|205
20111026-0023855|0023855|2011-10-26|PURA100|178
20111026-0023855|0023855|2011-10-26|PURA250|164
20111026-0023855|0023855|2011-10-26|PURA500|179
20111026-0024013|0024013|2011-10-26|PURA500|85
20111026-0024093|0024093|2011-10-26|PURA500|66
20111026-0024093|0024093|2011-10-26|SUPA103|57
20111026-0024093|0024093|2011-10-26|SUPA105|56
20111026-0024248|0024248|2011-10-26|DETA100|139
20111026-0024248|0024248|2011-10-26|SUPA101|172
20111027-0023294|0023294|2011-10-27|PURA100|172
20111027-0023294|0023294|2011-10-27|PURA500|187
20111027-0023294|0023294|2011-10-27|SUPA104|168
20111027-0023321|0023321|2011-10-27|SUPA105|203
20111027-0023351|0023351|2011-10-27|PURA100|174
20111027-0023351|0023351|2011-10-27|PURA500|184
20111027-0023403|0023403|2011-10-27|PURA500|52
20111027-0023549|0023549|2011-10-27|DETA100|162
20111027-0023549|0023549|2011-10-27|SUPA101|191
20111027-0023630|0023630|2011-10-27|PURA100|61
20111027-0023630|0023630|2011-10-27|SUPA102|54
20111027-0024102|0024102|2011-10-27|DETA100|198
20111027-0024102|0024102|2011-10-27|PURA100|212
20111027-0024150|0024150|2011-10-27|PURA100|61
20111027-0024160|0024160|2011-10-27|PURA100|73
20111027-0024160|0024160|2011-10-27|SUPA102|51
20111027-0024160|0024160|2011-10-27|SUPA103|49
20111028-0023286|0023286|2011-10-28|SUPA102|52
20111028-0023286|0023286|2011-10-28|SUPA103|65
20111028-0023286|0023286|2011-10-28|SUPA104|61
20111028-0023335|0023335|2011-10-28|SUPA104|124
20111028-0023364|0023364|2011-10-28|PURA100|63
20111028-0023370|0023370|2011-10-28|DETA200|60
20111028-0023370|0023370|2011-10-28|SUPA101|73
20111028-0023376|0023376|2011-10-28|DETA100|87
20111028-0023376|0023376|2011-10-28|PURA100|107
20111028-0023376|0023376|2011-10-28|SUPA104|79
20111028-0023403|0023403|2011-10-28|PURA200|47
20111028-0023403|0023403|2011-10-28|PURA500|53
20111028-0023459|0023459|2011-10-28|PURA100|135
20111028-0023459|0023459|2011-10-28|PURA500|145
20111028-0023459|0023459|2011-10-28|SUPA101|130
20111028-0023583|0023583|2011-10-28|PURA100|62
20111028-0023583|0023583|2011-10-28|SUPA101|63
20111028-0023586|0023586|2011-10-28|SUPA101|182
20111028-0023675|0023675|2011-10-28|PURA100|38
20111028-0023675|0023675|2011-10-28|SUPA101|40
20111028-0023772|0023772|2011-10-28|PURA100|153
20111028-0024247|0024247|2011-10-28|SUPA101|75
20111028-0024247|0024247|2011-10-28|SUPA105|62
20111029-0023414|0023414|2011-10-29|DETA100|119
20111029-0023414|0023414|2011-10-29|DETA200|124
20111029-0023414|0023414|2011-10-29|SUPA103|121
20111029-0023442|0023442|2011-10-29|SUPA104|100
20111029-0023544|0023544|2011-10-29|PURA100|59
20111029-0023544|0023544|2011-10-29|PURA250|75
20111029-0023544|0023544|2011-10-29|PURA500|62
20111029-0023572|0023572|2011-10-29|PURA100|90
20111029-0023572|0023572|2011-10-29|PURA250|86
20111029-0023587|0023587|2011-10-29|PURA200|113
20111029-0023587|0023587|2011-10-29|SUPA103|102
20111029-0023631|0023631|2011-10-29|PURA100|82
20111029-0023631|0023631|2011-10-29|PURA250|65
20111029-0023631|0023631|2011-10-29|SUPA102|60
20111029-0023719|0023719|2011-10-29|PURA250|225
20111029-0023719|0023719|2011-10-29|SUPA104|208
20111029-0023826|0023826|2011-10-29|PURA100|244
20111029-0023838|0023838|2011-10-29|PURA100|157
20111029-0023838|0023838|2011-10-29|PURA200|139
20111029-0023928|0023928|2011-10-29|PURA250|70
20111029-0023928|0023928|2011-10-29|SUPA102|74
20111029-0023931|0023931|2011-10-29|SUPA101|158
20111029-0023980|0023980|2011-10-29|PURA100|57
20111029-0023980|0023980|2011-10-29|PURA500|59
20111029-0023980|0023980|2011-10-29|SUPA101|56
20111029-0023995|0023995|2011-10-29|PURA500|202
20111029-0024050|0024050|2011-10-29|DETA200|161
20111029-0024050|0024050|2011-10-29|PURA250|181
20111029-0024050|0024050|2011-10-29|SUPA104|148
20111030-0023356|0023356|2011-10-30|DETA200|91
20111030-0023356|0023356|2011-10-30|PURA100|87
20111030-0023376|0023376|2011-10-30|SUPA105|85
20111030-0023383|0023383|2011-10-30|PURA200|45
20111030-0023383|0023383|2011-10-30|PURA250|50
20111030-0023383|0023383|2011-10-30|SUPA104|42
20111030-0023395|0023395|2011-10-30|SUPA101|151
20111030-0023395|0023395|2011-10-30|SUPA104|131
20111030-0023443|0023443|2011-10-30|DETA800|63
20111030-0023443|0023443|2011-10-30|PURA500|55
20111030-0023603|0023603|2011-10-30|PURA100|12
20111030-0023603|0023603|2011-10-30|SUPA101|10
20111030-0023659|0023659|2011-10-30|DETA200|219
20111030-0023659|0023659|2011-10-30|PURA100|211
20111030-0023659|0023659|2011-10-30|PURA250|211
20111030-0023699|0023699|2011-10-30|SUPA105|187
20111030-0023751|0023751|2011-10-30|PURA100|212
20111030-0023751|0023751|2011-10-30|PURA200|142
20111030-0023751|0023751|2011-10-30|SUPA103|143
20111030-0023777|0023777|2011-10-30|PURA100|127
20111030-0023777|0023777|2011-10-30|PURA500|147
20111030-0023777|0023777|2011-10-30|SUPA101|197
20111030-0023824|0023824|2011-10-30|PURA250|146
20111030-0024013|0024013|2011-10-30|PURA100|94
20111030-0024156|0024156|2011-10-30|PURA500|61
20111030-0024156|0024156|2011-10-30|SUPA103|75
20111030-0024156|0024156|2011-10-30|SUPA104|63
20111030-0024216|0024216|2011-10-30|DETA100|12
20111031-0023354|0023354|2011-10-31|PURA200|93
20111031-0023454|0023454|2011-10-31|PURA250|201
20111031-0023454|0023454|2011-10-31|PURA500|223
20111031-0023454|0023454|2011-10-31|SUPA105|179
20111031-0023535|0023535|2011-10-31|SUPA101|150
20111031-0023787|0023787|2011-10-31|PURA100|37
20111031-0023787|0023787|2011-10-31|PURA500|37
20111031-0023787|0023787|2011-10-31|SUPA104|31
20111031-0023897|0023897|2011-10-31|PURA100|260
20111031-0023897|0023897|2011-10-31|PURA500|214
20111031-0023951|0023951|2011-10-31|DETA100|9
20111031-0023951|0023951|2011-10-31|PURA100|14
20111031-0023951|0023951|2011-10-31|SUPA101|9
20111031-0024119|0024119|2011-10-31|PURA100|252
20111031-0024119|0024119|2011-10-31|PURA250|251
20111031-0024119|0024119|2011-10-31|PURA500|237
20111031-0024168|0024168|2011-10-31|SUPA101|107
20111031-0024214|0024214|2011-10-31|PURA100|162
20111101-0023313|0023313|2011-11-01|PURA250|165
20111101-0023313|0023313|2011-11-01|SUPA103|143
20111101-0023313|0023313|2011-11-01|SUPA104|139
20111101-0023488|0023488|2011-11-01|DETA200|118
20111101-0023488|0023488|2011-11-01|PURA100|179
20111101-0023646|0023646|2011-11-01|PURA100|161
20111101-0023646|0023646|2011-11-01|SUPA103|138
20111101-0023767|0023767|2011-11-01|SUPA101|76
20111101-0023953|0023953|2011-11-01|DETA100|167
20111101-0023953|0023953|2011-11-01|DETA200|172
20111101-0023953|0023953|2011-11-01|PURA100|227
20111101-0023995|0023995|2011-11-01|PURA200|196
20111101-0023995|0023995|2011-11-01|PURA500|202
20111101-0023995|0023995|2011-11-01|SUPA103|192
20111101-0024009|0024009|2011-11-01|DETA200|107
20111101-0024009|0024009|2011-11-01|PURA200|104
20111101-0024009|0024009|2011-11-01|PURA500|116
20111101-0024042|0024042|2011-11-01|PURA100|38
20111101-0024042|0024042|2011-11-01|SUPA101|33
20111101-0024111|0024111|2011-11-01|PURA500|189
20111101-0024186|0024186|2011-11-01|DETA100|12
20111101-0024186|0024186|2011-11-01|SUPA101|14
20111102-0023379|0023379|2011-11-02|SUPA103|72
20111102-0023403|0023403|2011-11-02|PURA100|49
20111102-0023403|0023403|2011-11-02|SUPA103|50
20111102-0023414|0023414|2011-11-02|PURA250|140
20111102-0023449|0023449|2011-11-02|PURA250|55
20111102-0023546|0023546|2011-11-02|DETA100|121
20111102-0023546|0023546|2011-11-02|PURA250|126
20111102-0023586|0023586|2011-11-02|PURA500|168
20111102-0023586|0023586|2011-11-02|SUPA101|169
20111102-0023586|0023586|2011-11-02|SUPA105|169
20111102-0023691|0023691|2011-11-02|SUPA101|64
20111102-0023691|0023691|2011-11-02|SUPA103|56
20111102-0023766|0023766|2011-11-02|PURA100|89
20111102-0023766|0023766|2011-11-02|SUPA101|79
20111102-0023799|0023799|2011-11-02|PURA200|69
20111102-0023799|0023799|2011-11-02|SUPA101|80
20111102-0023799|0023799|2011-11-02|SUPA103|64
20111102-0023804|0023804|2011-11-02|SUPA101|118
20111102-0024014|0024014|2011-11-02|DETA100|35
20111102-0024014|0024014|2011-11-02|DETA200|43
20111102-0024014|0024014|2011-11-02|DETA800|34
20111102-0024086|0024086|2011-11-02|SUPA104|5
20111102-0024086|0024086|2011-11-02|SUPA105|6
20111102-0024168|0024168|2011-11-02|PURA100|134
20111103-0023268|0023268|2011-11-03|DETA200|93
20111103-0023268|0023268|2011-11-03|SUPA101|94
20111103-0023702|0023702|2011-11-03|PURA250|29
20111103-0023702|0023702|2011-11-03|SUPA101|29
20111103-0023702|0023702|2011-11-03|SUPA105|27
20111103-0023836|0023836|2011-11-03|DETA200|165
20111103-0023836|0023836|2011-11-03|PURA200|181
20111103-0023855|0023855|2011-11-03|PURA100|158
20111103-0023855|0023855|2011-11-03|PURA200|154
20111103-0023855|0023855|2011-11-03|SUPA105|130
20111103-0023921|0023921|2011-11-03|PURA500|187
20111103-0023984|0023984|2011-11-03|SUPA102|69
20111103-0024038|0024038|2011-11-03|SUPA101|128
20111103-0024093|0024093|2011-11-03|PURA100|72
20111103-0024202|0024202|2011-11-03|DETA200|48
20111103-0024202|0024202|2011-11-03|PURA250|48
20111103-0024217|0024217|2011-11-03|SUPA101|188
20111104-0023286|0023286|2011-11-04|PURA100|81
20111104-0023286|0023286|2011-11-04|SUPA101|75
20111104-0023286|0023286|2011-11-04|SUPA104|76
20111104-0023300|0023300|2011-11-04|DETA100|178
20111104-0023300|0023300|2011-11-04|DETA800|169
20111104-0023300|0023300|2011-11-04|PURA100|184
20111104-0023339|0023339|2011-11-04|PURA500|48
20111104-0023431|0023431|2011-11-04|PURA100|9
20111104-0023431|0023431|2011-11-04|PURA250|7
20111104-0023431|0023431|2011-11-04|SUPA103|7
20111104-0023454|0023454|2011-11-04|PURA100|224
20111104-0023454|0023454|2011-11-04|PURA200|197
20111104-0023454|0023454|2011-11-04|PURA500|213
20111104-0023900|0023900|2011-11-04|PURA100|65
20111104-0023953|0023953|2011-11-04|PURA100|181
20111104-0023953|0023953|2011-11-04|PURA250|181
20111104-0023998|0023998|2011-11-04|PURA250|127
20111104-0024196|0024196|2011-11-04|PURA100|17
20111104-0024196|0024196|2011-11-04|PURA200|14
20111105-0023290|0023290|2011-11-05|DETA200|196
20111105-0023339|0023339|2011-11-05|SUPA101|48
20111105-0023431|0023431|2011-11-05|PURA200|8
20111105-0023488|0023488|2011-11-05|DETA100|110
20111105-0023488|0023488|2011-11-05|DETA200|144
20111105-0023488|0023488|2011-11-05|PURA500|123
20111105-0023490|0023490|2011-11-05|DETA100|174
20111105-0023490|0023490|2011-11-05|PURA100|170
20111105-0023490|0023490|2011-11-05|SUPA103|180
20111105-0023496|0023496|2011-11-05|DETA200|82
20111105-0023496|0023496|2011-11-05|DETA800|85
20111105-0023542|0023542|2011-11-05|DETA200|128
20111105-0023542|0023542|2011-11-05|PURA100|133
20111105-0023575|0023575|2011-11-05|PURA100|36
20111105-0023575|0023575|2011-11-05|PURA250|36
20111105-0023715|0023715|2011-11-05|PURA500|125
20111105-0023887|0023887|2011-11-05|PURA100|262
20111105-0023987|0023987|2011-11-05|PURA200|40
20111105-0023987|0023987|2011-11-05|SUPA101|45
20111105-0024042|0024042|2011-11-05|PURA500|38
20111105-0024042|0024042|2011-11-05|SUPA101|39
20111105-0024058|0024058|2011-11-05|DETA100|207
20111105-0024068|0024068|2011-11-05|SUPA101|227
20111105-0024068|0024068|2011-11-05|SUPA104|232
20111105-0024185|0024185|2011-11-05|DETA100|90
20111105-0024185|0024185|2011-11-05|PURA100|87
20111105-0024202|0024202|2011-11-05|PURA200|43
20111105-0024202|0024202|2011-11-05|SUPA103|48
20111105-0024202|0024202|2011-11-05|SUPA104|46
20111105-0024214|0024214|2011-11-05|PURA250|130
20111106-0023262|0023262|2011-11-06|DETA800|121
20111106-0023262|0023262|2011-11-06|PURA250|120
20111106-0023363|0023363|2011-11-06|DETA100|181
20111106-0023363|0023363|2011-11-06|PURA100|198
20111106-0023363|0023363|2011-11-06|SUPA104|204
20111106-0023370|0023370|2011-11-06|PURA100|72
20111106-0023370|0023370|2011-11-06|PURA200|70
20111106-0023486|0023486|2011-11-06|PURA100|276
20111106-0023512|0023512|2011-11-06|SUPA101|180
20111106-0023855|0023855|2011-11-06|SUPA101|148
20111106-0023922|0023922|2011-11-06|PURA500|187
20111106-0023922|0023922|2011-11-06|SUPA101|174
20111106-0023998|0023998|2011-11-06|DETA800|121
20111106-0023998|0023998|2011-11-06|SUPA101|118
20111106-0023998|0023998|2011-11-06|SUPA102|109
20111107-0023446|0023446|2011-11-07|DETA100|37
20111107-0023446|0023446|2011-11-07|PURA100|43
20111107-0023490|0023490|2011-11-07|PURA100|181
20111107-0023659|0023659|2011-11-07|PURA200|235
20111107-0023659|0023659|2011-11-07|PURA250|247
20111107-0023702|0023702|2011-11-07|PURA250|32
20111107-0023702|0023702|2011-11-07|SUPA101|34
20111107-0023702|0023702|2011-11-07|SUPA104|30
20111107-0023710|0023710|2011-11-07|DETA200|11
20111107-0023710|0023710|2011-11-07|PURA200|10
20111107-0023710|0023710|2011-11-07|PURA250|11
20111107-0023875|0023875|2011-11-07|DETA800|98
20111107-0023875|0023875|2011-11-07|PURA100|107
20111107-0023875|0023875|2011-11-07|PURA250|99
20111107-0023896|0023896|2011-11-07|PURA500|4
20111107-0024020|0024020|2011-11-07|PURA100|156
20111107-0024020|0024020|2011-11-07|PURA500|181
20111107-0024020|0024020|2011-11-07|SUPA104|150
20111107-0024208|0024208|2011-11-07|PURA250|116
20111107-0024208|0024208|2011-11-07|PURA500|123
20111107-0024208|0024208|2011-11-07|SUPA104|100
20111107-0024247|0024247|2011-11-07|DETA100|75
20111107-0024247|0024247|2011-11-07|PURA200|73
20111107-0024247|0024247|2011-11-07|SUPA101|85
20111107-0024257|0024257|2011-11-07|DETA200|18
20111107-0024257|0024257|2011-11-07|PURA100|17
20111108-0023296|0023296|2011-11-08|PURA100|42
20111108-0023296|0023296|2011-11-08|SUPA101|39
20111108-0023411|0023411|2011-11-08|DETA100|116
20111108-0023582|0023582|2011-11-08|DETA800|160
20111108-0023582|0023582|2011-11-08|SUPA102|143
20111108-0023698|0023698|2011-11-08|SUPA101|79
20111108-0023719|0023719|2011-11-08|PURA100|236
20111108-0023719|0023719|2011-11-08|PURA200|204
20111108-0023725|0023725|2011-11-08|DETA100|39
20111108-0023725|0023725|2011-11-08|DETA800|31
20111108-0023794|0023794|2011-11-08|PURA500|66
20111108-0023858|0023858|2011-11-08|PURA200|76
20111108-0023858|0023858|2011-11-08|PURA250|67
20111108-0023858|0023858|2011-11-08|PURA500|71
20111108-0023869|0023869|2011-11-08|PURA200|49
20111108-0023981|0023981|2011-11-08|PURA100|53
20111108-0023981|0023981|2011-11-08|PURA500|47
20111108-0024044|0024044|2011-11-08|PURA200|88
20111108-0024044|0024044|2011-11-08|SUPA101|97
20111109-0023385|0023385|2011-11-09|PURA500|61
20111109-0023385|0023385|2011-11-09|SUPA104|57
20111109-0023396|0023396|2011-11-09|PURA500|126
20111109-0023443|0023443|2011-11-09|PURA500|71
20111109-0023536|0023536|2011-11-09|PURA100|101
20111109-0023536|0023536|2011-11-09|PURA250|77
20111109-0023667|0023667|2011-11-09|PURA500|13
20111109-0023719|0023719|2011-11-09|PURA500|204
20111109-0023719|0023719|2011-11-09|SUPA101|226
20111109-0023765|0023765|2011-11-09|DETA800|25
20111109-0023765|0023765|2011-11-09|SUPA101|34
20111109-0023951|0023951|2011-11-09|PURA500|11
20111109-0023951|0023951|2011-11-09|SUPA102|10
20111109-0023961|0023961|2011-11-09|PURA250|139
20111109-0023961|0023961|2011-11-09|SUPA104|130
20111109-0024055|0024055|2011-11-09|DETA800|29
20111109-0024055|0024055|2011-11-09|SUPA105|34
20111109-0024135|0024135|2011-11-09|DETA100|104
20111109-0024135|0024135|2011-11-09|PURA100|141
20111110-0023270|0023270|2011-11-10|PURA500|86
20111110-0023546|0023546|2011-11-10|DETA200|124
20111110-0023546|0023546|2011-11-10|PURA250|132
20111110-0023572|0023572|2011-11-10|DETA100|78
20111110-0023572|0023572|2011-11-10|DETA200|65
20111110-0023687|0023687|2011-11-10|SUPA101|224
20111110-0023720|0023720|2011-11-10|PURA100|69
20111110-0023720|0023720|2011-11-10|PURA250|72
20111110-0023720|0023720|2011-11-10|SUPA103|64
20111110-0023790|0023790|2011-11-10|PURA100|136
20111110-0023790|0023790|2011-11-10|PURA200|128
20111110-0023790|0023790|2011-11-10|SUPA101|136
20111110-0024030|0024030|2011-11-10|DETA100|118
20111110-0024030|0024030|2011-11-10|PURA500|142
20111110-0024121|0024121|2011-11-10|PURA200|78
20111110-0024121|0024121|2011-11-10|SUPA105|80
20111110-0024168|0024168|2011-11-10|PURA100|115
20111110-0024168|0024168|2011-11-10|PURA500|100
20111111-0023275|0023275|2011-11-11|PURA500|174
20111111-0023327|0023327|2011-11-11|PURA100|173
20111111-0023327|0023327|2011-11-11|PURA250|146
20111111-0023327|0023327|2011-11-11|SUPA104|197
20111111-0023345|0023345|2011-11-11|DETA100|218
20111111-0023345|0023345|2011-11-11|SUPA104|182
20111111-0023509|0023509|2011-11-11|DETA200|218
20111111-0023509|0023509|2011-11-11|PURA100|242
20111111-0023509|0023509|2011-11-11|PURA250|204
20111111-0023572|0023572|2011-11-11|SUPA101|84
20111111-0023572|0023572|2011-11-11|SUPA102|69
20111111-0023580|0023580|2011-11-11|PURA100|2
20111111-0023586|0023586|2011-11-11|PURA100|217
20111111-0023593|0023593|2011-11-11|DETA200|206
20111111-0023593|0023593|2011-11-11|PURA100|235
20111111-0023593|0023593|2011-11-11|SUPA102|171
20111111-0023709|0023709|2011-11-11|DETA100|168
20111111-0023709|0023709|2011-11-11|PURA100|207
20111111-0023709|0023709|2011-11-11|PURA500|153
20111111-0023979|0023979|2011-11-11|DETA100|147
20111111-0023979|0023979|2011-11-11|SUPA101|180
20111111-0023979|0023979|2011-11-11|SUPA102|142
20111111-0024104|0024104|2011-11-11|PURA100|226
20111111-0024104|0024104|2011-11-11|PURA200|190
20111111-0024155|0024155|2011-11-11|SUPA105|40
20111112-0023620|0023620|2011-11-12|SUPA101|224
20111112-0023720|0023720|2011-11-12|PURA100|66
20111112-0023720|0023720|2011-11-12|SUPA101|65
20111112-0023754|0023754|2011-11-12|SUPA101|77
20111112-0023754|0023754|2011-11-12|SUPA104|69
20111112-0023824|0023824|2011-11-12|DETA200|133
20111112-0023843|0023843|2011-11-12|PURA100|258
20111112-0023843|0023843|2011-11-12|PURA500|247
20111112-0023904|0023904|2011-11-12|DETA200|165
20111112-0023904|0023904|2011-11-12|PURA500|202
20111112-0024115|0024115|2011-11-12|PURA250|200
20111112-0024115|0024115|2011-11-12|PURA500|205
20111113-0023488|0023488|2011-11-13|DETA200|155
20111113-0023488|0023488|2011-11-13|PURA100|162
20111113-0023488|0023488|2011-11-13|SUPA103|132
20111113-0023524|0023524|2011-11-13|PURA100|151
20111113-0023524|0023524|2011-11-13|SUPA101|124
20111113-0023524|0023524|2011-11-13|SUPA104|119
20111113-0023607|0023607|2011-11-13|PURA100|161
20111113-0023607|0023607|2011-11-13|PURA250|155
20111113-0023607|0023607|2011-11-13|SUPA101|142
20111113-0023641|0023641|2011-11-13|DETA100|13
20111113-0023641|0023641|2011-11-13|SUPA101|12
20111113-0023701|0023701|2011-11-13|PURA500|215
20111113-0023765|0023765|2011-11-13|PURA250|33
20111113-0023765|0023765|2011-11-13|PURA500|37
20111113-0023765|0023765|2011-11-13|SUPA101|30
20111113-0023801|0023801|2011-11-13|PURA100|248
20111113-0023904|0023904|2011-11-13|SUPA101|136
20111113-0023904|0023904|2011-11-13|SUPA105|133
20111113-0024030|0024030|2011-11-13|DETA800|132
20111113-0024030|0024030|2011-11-13|PURA500|78
20111113-0024030|0024030|2011-11-13|SUPA104|96
20111113-0024248|0024248|2011-11-13|PURA100|174
20111113-0024248|0024248|2011-11-13|PURA200|159
20111113-0024248|0024248|2011-11-13|SUPA101|173
20111114-0023379|0023379|2011-11-14|SUPA104|66
20111114-0023440|0023440|2011-11-14|PURA100|183
20111114-0023440|0023440|2011-11-14|PURA250|150
20111114-0023468|0023468|2011-11-14|PURA500|52
20111114-0023492|0023492|2011-11-14|DETA100|6
20111114-0023546|0023546|2011-11-14|DETA100|115
20111114-0023546|0023546|2011-11-14|PURA100|151
20111114-0023546|0023546|2011-11-14|PURA200|117
20111114-0023578|0023578|2011-11-14|PURA250|75
20111114-0023578|0023578|2011-11-14|SUPA101|132
20111114-0023578|0023578|2011-11-14|SUPA105|117
20111114-0023610|0023610|2011-11-14|PURA500|169
20111114-0023628|0023628|2011-11-14|PURA100|161
20111114-0023628|0023628|2011-11-14|PURA250|180
20111114-0023628|0023628|2011-11-14|SUPA101|178
20111114-0023708|0023708|2011-11-14|DETA800|128
20111114-0023708|0023708|2011-11-14|PURA100|137
20111114-0023708|0023708|2011-11-14|PURA200|128
20111114-0023814|0023814|2011-11-14|DETA800|162
20111114-0023814|0023814|2011-11-14|SUPA104|150
